Time Zone: UT
Track limitation: between sunset and sunrise

Target,RA,Dec,Equinox
NGC0768,01:58:40.9,+00:31:45.2,2000.0

Beginning of Night,East Track Start (NGC0768),East Track End (NGC0768),East Track Length (NGC0768),West Track Start (NGC0768),West Track End (NGC0768),West Track Length (NGC0768),Moonrise,Moonset,Illuminated fraction of the Moon,Sunset,End of Evening Twilight,Beginning of Morning Twilight,Sunrise
2016-07-07,03:27:37,05:38:06,7829,n/a,n/a,0,08:19,19:02,14.4,15:45,17:12,04:11,05:38
2016-07-08,03:23:41,05:37:54,8052,n/a,n/a,0,08:55,19:59,22.2,15:45,17:12,04:10,05:37
2016-07-09,03:19:45,05:37:39,8274,n/a,n/a,0,09:29,20:55,31.0,15:46,17:13,04:10,05:37
2016-07-10,03:15:49,05:37:23,8494,n/a,n/a,0,10:01,21:49,40.3,15:46,17:13,04:10,05:37
2016-07-11,03:11:53,05:37:06,8713,n/a,n/a,0,10:34,22:42,49.8,15:47,17:14,04:10,05:37
2016-07-12,03:07:57,05:36:47,8930,n/a,n/a,0,11:08,23:34,59.2,15:47,17:14,04:10,05:36
2016-07-13,03:04:01,05:36:27,9145,n/a,n/a,0,11:44,00:27,68.3,15:48,17:15,04:09,05:36
2016-07-14,03:00:05,05:36:05,9359,n/a,n/a,0,n/a,01:20,76.8,15:49,17:15,04:09,05:36
2016-07-15,02:56:09,05:35:41,9571,n/a,n/a,0,12:23,02:13,84.4,15:49,17:16,04:09,05:35
2016-07-16,02:52:13,05:35:16,9782,n/a,n/a,0,13:05,03:06,90.8,15:50,17:16,04:09,05:35
2016-07-17,02:48:18,05:34:50,9992,n/a,n/a,0,13:52,03:58,95.7,15:50,17:17,04:08,05:34
2016-07-18,02:44:22,05:34:22,10199,n/a,n/a,0,14:43,04:48,98.8,15:51,17:17,04:08,05:34
2016-07-19,02:40:26,05:33:52,10406,n/a,n/a,0,15:39,05:36,99.9,15:52,17:18,04:07,05:33
2016-07-20,02:36:30,05:33:21,10611,n/a,n/a,0,16:37,06:22,98.7,15:52,17:18,04:07,05:33
2016-07-21,02:32:34,05:32:49,10814,n/a,n/a,0,17:38,07:04,95.1,15:53,17:19,04:07,05:32
2016-07-22,02:28:38,05:32:15,11016,n/a,n/a,0,18:40,07:45,89.3,15:53,17:19,04:06,05:32
2016-07-23,02:24:42,05:31:39,11217,n/a,n/a,0,19:43,08:24,81.4,15:54,17:20,04:06,05:31
2016-07-24,02:20:46,05:31:03,11416,n/a,n/a,0,20:46,09:03,71.8,15:55,17:20,04:05,05:31
2016-07-25,02:16:50,05:30:24,11614,n/a,n/a,0,21:50,09:43,61.1,15:55,17:21,04:05,05:30
2016-07-26,02:12:54,05:29:45,11810,n/a,n/a,0,22:54,10:25,49.6,15:56,17:21,04:04,05:29
2016-07-27,02:08:58,05:29:04,12005,n/a,n/a,0,23:58,11:11,38.2,15:57,17:22,04:04,05:29
2016-07-28,02:05:03,05:28:22,12199,n/a,n/a,0,01:02,11:59,27.4,15:57,17:22,04:03,05:28
2016-07-29,02:01:07,05:27:38,12391,n/a,n/a,0,02:05,n/a,17.9,15:58,17:23,04:02,05:27
2016-07-30,01:57:11,05:26:53,12582,n/a,n/a,0,03:04,12:52,10.0,15:59,17:23,04:02,05:26
2016-07-31,01:53:15,05:26:07,12771,n/a,n/a,0,03:59,13:49,4.3,15:59,17:24,04:01,05:26
2016-08-01,01:49:19,05:25:19,12960,n/a,n/a,0,04:49,14:48,1.0,16:00,17:24,04:01,05:25
2016-08-02,01:45:23,05:24:30,13147,n/a,n/a,0,05:34,15:48,0.1,16:01,17:25,04:00,05:24
2016-08-03,01:41:27,05:23:40,13333,n/a,n/a,0,06:15,16:48,1.5,16:01,17:25,03:59,05:23
2016-08-04,01:37:31,05:22:49,13517,n/a,n/a,0,06:52,17:46,5.0,16:02,17:26,03:58,05:22
2016-08-05,01:33:35,05:21:56,13701,n/a,n/a,0,07:27,18:43,10.3,16:02,17:26,03:58,05:21
2016-08-06,01:29:39,05:21:03,13883,n/a,n/a,0,08:01,19:38,17.1,16:03,17:27,03:57,05:21
2016-08-07,01:25:43,05:20:08,14064,n/a,n/a,0,08:34,20:32,25.0,16:04,17:27,03:56,05:20
2016-08-08,01:21:48,05:19:12,14244,n/a,n/a,0,09:07,21:25,33.7,16:04,17:28,03:55,05:19
2016-08-09,01:17:52,05:18:15,14423,n/a,n/a,0,09:42,22:17,42.9,16:05,17:29,03:54,05:18
2016-08-10,01:13:56,05:17:17,14600,n/a,n/a,0,10:19,23:10,52.4,16:06,17:29,03:54,05:17
2016-08-11,01:10:00,05:13:55,14635,n/a,n/a,0,11:00,00:03,61.8,16:06,17:30,03:53,05:16
2016-08-12,01:06:04,05:09:59,14635,n/a,n/a,0,11:44,00:55,71.0,16:07,17:30,03:52,05:15
2016-08-13,01:02:08,05:06:03,14635,n/a,n/a,0,n/a,01:47,79.5,16:08,17:31,03:51,05:14
2016-08-14,00:58:12,05:02:07,14635,n/a,n/a,0,12:33,02:38,87.0,16:08,17:31,03:50,05:13
2016-08-15,00:54:16,04:58:11,14635,n/a,n/a,0,13:26,03:28,93.2,16:09,17:32,03:49,05:12
2016-08-16,00:50:20,04:54:15,14635,n/a,n/a,0,14:23,04:14,97.6,16:10,17:32,03:48,05:11
2016-08-17,00:46:24,04:50:19,14635,n/a,n/a,0,15:24,04:59,99.8,16:10,17:33,03:47,05:10
2016-08-18,00:42:28,04:46:24,14635,n/a,n/a,0,16:27,05:41,99.5,16:11,17:33,03:46,05:08
2016-08-19,00:38:33,04:42:28,14635,n/a,n/a,0,17:31,06:22,96.7,16:12,17:34,03:45,05:07
2016-08-20,00:34:37,04:38:32,14635,n/a,n/a,0,18:36,07:03,91.3,16:12,17:35,03:44,05:06
2016-08-21,00:30:41,04:34:36,14635,n/a,n/a,0,19:41,07:43,83.6,16:13,17:35,03:43,05:05
2016-08-22,00:26:45,04:30:40,14635,n/a,n/a,0,20:46,08:25,74.0,16:13,17:36,03:42,05:04
2016-08-23,00:22:49,04:26:44,14635,n/a,n/a,0,21:51,09:10,63.3,16:14,17:36,03:41,05:03
2016-08-24,00:18:53,04:22:48,14635,n/a,n/a,0,22:56,09:57,51.9,16:15,17:37,03:40,05:02
2016-08-25,00:14:57,04:18:52,14635,n/a,n/a,0,23:58,10:48,40.5,16:15,17:37,03:38,05:00
2016-08-26,00:11:01,04:14:56,14635,n/a,n/a,0,00:58,11:43,29.8,16:16,17:38,03:37,04:59
2016-08-27,00:07:05,04:11:00,14635,n/a,n/a,0,01:53,n/a,20.2,16:17,17:38,03:36,04:58
2016-08-28,00:03:09,04:07:05,14635,n/a,n/a,0,02:44,12:40,12.2,16:17,17:39,03:35,04:57
2016-08-29,23:59:13,04:03:09,14635,n/a,n/a,0,03:30,13:38,6.1,16:18,17:40,03:34,04:55
2016-08-30,23:55:18,03:59:13,14635,n/a,n/a,0,04:12,14:37,2.0,16:18,17:40,03:33,04:54
2016-08-31,23:51:22,03:55:17,14635,n/a,n/a,0,04:50,15:35,0.2,16:19,17:41,03:31,04:53
2016-09-01,23:47:26,03:51:21,14635,n/a,n/a,0,05:25,16:32,0.4,16:20,17:41,03:30,04:52
2016-09-02,23:43:30,03:47:25,14635,n/a,n/a,0,05:59,17:28,2.6,16:20,17:42,03:29,04:50
2016-09-03,23:39:34,03:43:29,14635,n/a,n/a,0,06:33,18:22,6.7,16:21,17:43,03:28,04:49
2016-09-04,23:35:38,03:39:33,14635,n/a,n/a,0,07:06,19:16,12.3,16:22,17:43,03:26,04:48
2016-09-05,23:31:42,03:35:37,14635,n/a,n/a,0,07:40,20:09,19.2,16:22,17:44,03:25,04:47
2016-09-06,23:27:46,03:31:41,14635,n/a,n/a,0,08:16,21:01,27.2,16:23,17:44,03:24,04:45
2016-09-07,23:23:50,03:27:45,14635,n/a,n/a,0,08:55,21:54,36.0,16:23,17:45,03:23,04:44
2016-09-08,23:19:54,03:23:50,14635,n/a,n/a,0,09:37,22:46,45.4,16:24,17:46,03:21,04:43
2016-09-09,23:15:59,03:19:54,14635,n/a,n/a,0,10:23,23:37,55.1,16:25,17:46,03:20,04:41
2016-09-10,23:12:03,03:15:58,14635,n/a,n/a,0,11:14,00:28,64.7,16:25,17:47,03:19,04:40
2016-09-11,23:08:07,03:12:02,14635,n/a,n/a,0,n/a,01:17,74.1,16:26,17:47,03:17,04:39
2016-09-12,23:04:11,03:08:06,14635,n/a,n/a,0,12:08,02:04,82.6,16:27,17:48,03:16,04:37
2016-09-13,23:00:15,03:04:10,14635,n/a,n/a,0,13:06,02:50,90.0,16:27,17:49,03:15,04:36
2016-09-14,22:56:19,03:00:14,14635,n/a,n/a,0,14:08,03:33,95.7,16:28,17:49,03:13,04:35
2016-09-15,22:52:23,02:56:18,14635,n/a,n/a,0,15:12,04:15,99.1,16:28,17:50,03:12,04:33
2016-09-16,22:48:27,02:52:22,14635,n/a,n/a,0,16:18,04:56,99.9,16:29,17:51,03:11,04:32
2016-09-17,22:44:31,02:48:26,14635,n/a,n/a,0,17:25,05:38,97.9,16:30,17:51,03:09,04:31
2016-09-18,22:40:35,02:44:31,14635,n/a,n/a,0,18:32,06:21,93.1,16:30,17:52,03:08,04:29
2016-09-19,22:36:39,02:40:35,14635,n/a,n/a,0,19:40,07:06,85.7,16:31,17:53,03:06,04:28
2016-09-20,22:32:44,02:36:39,14635,n/a,n/a,0,20:46,07:54,76.5,16:32,17:53,03:05,04:27
2016-09-21,22:28:48,02:32:43,14635,n/a,n/a,0,21:51,08:45,65.9,16:32,17:54,03:04,04:25
2016-09-22,22:24:52,02:28:47,14635,n/a,n/a,0,22:53,09:39,54.8,16:33,17:55,03:02,04:24
2016-09-23,22:20:56,02:24:51,14635,n/a,n/a,0,23:50,10:35,43.6,16:33,17:55,03:01,04:23
2016-09-24,22:17:00,02:20:55,14635,n/a,n/a,0,00:42,11:33,33.0,16:34,17:56,02:59,04:21
2016-09-25,22:13:04,02:16:59,14635,n/a,n/a,0,01:28,n/a,23.5,16:35,17:57,02:58,04:20
2016-09-26,22:09:08,02:13:03,14635,n/a,n/a,0,02:11,12:31,15.2,16:35,17:58,02:56,04:19
2016-09-27,22:05:12,02:09:07,14635,n/a,n/a,0,02:50,13:29,8.6,16:36,17:58,02:55,04:17
2016-09-28,22:01:16,02:05:11,14635,n/a,n/a,0,03:25,14:25,3.9,16:37,17:59,02:54,04:16
2016-09-29,21:57:20,02:01:16,14635,n/a,n/a,0,04:00,15:20,1.0,16:37,18:00,02:52,04:15
2016-09-30,21:53:24,01:57:20,14635,n/a,n/a,0,04:33,16:15,0.0,16:38,18:01,02:51,04:13
2016-10-01,21:49:29,01:53:24,14635,n/a,n/a,0,05:06,17:09,1.0,16:39,18:02,02:49,04:12
2016-10-02,21:45:33,01:49:28,14635,n/a,n/a,0,05:40,18:02,3.7,16:39,18:02,02:48,04:11
2016-10-03,21:41:37,01:45:32,14635,n/a,n/a,0,06:15,18:54,8.1,16:40,18:03,02:46,04:10
2016-10-04,21:37:41,01:41:36,14635,n/a,n/a,0,06:53,19:47,14.0,16:41,18:04,02:45,04:08
2016-10-05,21:33:45,01:37:40,14635,n/a,n/a,0,07:33,20:39,21.2,16:41,18:05,02:44,04:07
2016-10-06,21:29:49,01:33:44,14635,n/a,n/a,0,08:17,21:30,29.4,16:42,18:06,02:42,04:06
2016-10-07,21:25:53,01:29:48,14635,n/a,n/a,0,09:04,22:20,38.5,16:43,18:07,02:41,04:04
2016-10-08,21:21:57,01:25:52,14635,n/a,n/a,0,09:56,23:09,48.2,16:43,18:07,02:39,04:03
2016-10-09,21:18:01,01:21:56,14635,n/a,n/a,0,10:51,23:56,58.3,16:44,18:08,02:38,04:02
2016-10-10,21:14:05,01:18:01,14635,n/a,n/a,0,11:50,00:41,68.3,16:45,18:09,02:36,04:01
2016-10-11,21:10:10,01:14:05,14635,n/a,n/a,0,n/a,01:24,77.8,16:46,18:10,02:35,03:59
2016-10-12,21:06:14,01:10:09,14635,n/a,n/a,0,12:51,02:06,86.3,16:46,18:11,02:34,03:58
2016-10-13,21:02:18,01:06:13,14635,n/a,n/a,0,13:55,02:47,93.2,16:47,18:12,02:32,03:57
2016-10-14,20:58:22,01:02:17,14635,n/a,n/a,0,15:01,03:28,97.9,16:48,18:13,02:31,03:56
2016-10-15,20:54:26,00:58:21,14635,n/a,n/a,0,16:09,04:11,99.9,16:49,18:14,02:29,03:55
2016-10-16,20:50:30,00:54:25,14635,n/a,n/a,0,17:18,04:56,98.9,16:49,18:15,02:28,03:54
2016-10-17,20:46:34,00:50:29,14635,n/a,n/a,0,18:28,05:44,94.9,16:50,18:16,02:27,03:52
2016-10-18,20:42:38,00:46:33,14635,n/a,n/a,0,19:36,06:35,88.3,16:51,18:17,02:25,03:51
2016-10-19,20:38:42,00:42:37,14635,n/a,n/a,0,20:42,07:30,79.6,16:52,18:18,02:24,03:50
2016-10-20,20:34:46,00:38:41,14635,n/a,n/a,0,21:43,08:28,69.6,16:52,18:19,02:23,03:49
2016-10-21,20:30:50,00:34:46,14635,n/a,n/a,0,22:38,09:27,58.8,16:53,18:20,02:21,03:48
2016-10-22,20:26:55,00:30:50,14635,n/a,n/a,0,23:28,10:26,48.0,16:54,18:21,02:20,03:47
2016-10-23,20:22:59,00:26:54,14635,n/a,n/a,0,00:12,11:24,37.6,16:55,18:22,02:19,03:46
2016-10-24,20:19:03,00:22:58,14635,n/a,n/a,0,00:51,n/a,28.0,16:56,18:23,02:17,03:45
2016-10-25,20:15:07,00:19:02,14635,n/a,n/a,0,01:28,12:20,19.5,16:56,18:24,02:16,03:44
2016-10-26,20:11:11,00:15:06,14635,n/a,n/a,0,02:02,13:16,12.3,16:57,18:25,02:15,03:43
2016-10-27,20:07:15,00:11:10,14635,n/a,n/a,0,02:35,14:10,6.7,16:58,18:26,02:13,03:42
2016-10-28,20:03:19,00:07:14,14635,n/a,n/a,0,03:07,15:03,2.8,16:59,18:27,02:12,03:41
2016-10-29,19:59:23,00:03:18,14635,n/a,n/a,0,03:41,15:56,0.6,17:00,18:29,02:11,03:40
2016-10-30,19:55:27,23:59:22,14635,n/a,n/a,0,04:15,16:49,0.2,17:01,18:30,02:10,03:39
2016-10-31,19:51:31,23:55:27,14635,n/a,n/a,0,04:52,17:42,1.6,17:01,18:31,02:09,03:38
2016-11-01,19:47:35,23:51:31,14635,n/a,n/a,0,05:31,18:34,4.7,17:02,18:32,02:07,03:37
2016-11-02,19:43:40,23:47:35,14635,n/a,n/a,0,06:14,19:26,9.5,17:03,18:33,02:06,03:36
2016-11-03,19:39:44,23:43:39,14635,n/a,n/a,0,07:00,20:16,15.7,17:04,18:34,02:05,03:35
2016-11-04,19:35:48,23:39:43,14635,n/a,n/a,0,07:49,21:05,23.3,17:05,18:35,02:04,03:34
2016-11-05,19:31:52,23:35:47,14635,n/a,n/a,0,08:42,21:52,32.1,17:06,18:37,02:03,03:34
2016-11-06,19:27:56,23:31:51,14635,n/a,n/a,0,09:38,22:37,41.7,17:07,18:38,02:02,03:33
2016-11-07,19:24:00,23:27:55,14635,n/a,n/a,0,10:36,23:19,51.9,17:08,18:39,02:01,03:32
2016-11-08,19:20:04,23:23:59,14635,n/a,n/a,0,11:37,00:00,62.4,17:09,18:40,02:00,03:31
2016-11-09,19:16:08,23:20:03,14635,n/a,n/a,0,n/a,00:39,72.7,17:09,18:41,01:59,03:31
2016-11-10,19:12:12,23:16:07,14635,n/a,n/a,0,12:39,01:19,82.2,17:10,18:43,01:58,03:30
2016-11-11,19:08:16,23:12:12,14635,n/a,n/a,0,13:45,02:00,90.2,17:11,18:44,01:57,03:29
2016-11-12,19:04:20,23:08:16,14635,n/a,n/a,0,14:52,02:42,96.1,17:12,18:45,01:56,03:29
2016-11-13,19:00:25,23:04:20,14635,n/a,n/a,0,16:02,03:29,99.3,17:13,18:46,01:55,03:28
2016-11-14,18:56:29,23:00:24,14635,n/a,n/a,0,17:12,04:19,99.5,17:14,18:48,01:54,03:27
2016-11-15,18:52:33,22:56:28,14635,n/a,n/a,0,18:21,05:14,96.7,17:15,18:49,01:53,03:27
2016-11-16,18:48:37,22:52:32,14635,n/a,n/a,0,19:27,06:12,91.2,17:16,18:50,01:52,03:26
2016-11-17,18:44:41,22:48:36,14635,n/a,n/a,0,20:27,07:13,83.5,17:17,18:51,01:51,03:26
2016-11-18,18:40:45,22:44:40,14635,n/a,n/a,0,21:22,08:15,74.3,17:18,18:53,01:50,03:25
2016-11-19,18:36:49,22:40:44,14635,n/a,n/a,0,22:09,09:15,64.2,17:19,18:54,01:50,03:25
2016-11-20,18:32:53,22:36:48,14635,n/a,n/a,0,22:51,10:14,53.8,17:19,18:55,01:49,03:25
2016-11-21,18:28:57,22:32:52,14635,n/a,n/a,0,23:29,11:10,43.6,17:20,18:56,01:48,03:24
2016-11-22,18:25:01,22:28:57,14635,n/a,n/a,0,00:04,n/a,33.9,17:21,18:57,01:48,03:24
2016-11-23,18:21:05,22:25:01,14635,n/a,n/a,0,00:38,12:05,25.1,17:22,18:59,01:47,03:23
2016-11-24,18:17:10,22:21:05,14635,n/a,n/a,0,01:10,12:59,17.3,17:23,19:00,01:46,03:23
2016-11-25,18:13:14,22:17:09,14635,n/a,n/a,0,01:43,13:52,10.8,17:24,19:01,01:46,03:23
2016-11-26,18:09:18,22:13:13,14635,n/a,n/a,0,02:16,14:44,5.7,17:25,19:02,01:45,03:23
2016-11-27,18:05:22,22:09:17,14635,n/a,n/a,0,02:52,15:37,2.2,17:26,19:03,01:45,03:22
2016-11-28,18:01:26,22:05:21,14635,n/a,n/a,0,03:30,16:30,0.4,17:27,19:04,01:44,03:22
2016-11-29,17:57:30,22:01:25,14635,n/a,n/a,0,04:12,17:22,0.4,17:27,19:06,01:44,03:22
2016-11-30,17:53:34,21:57:29,14635,n/a,n/a,0,04:57,18:13,2.2,17:28,19:07,01:44,03:22
2016-12-01,17:49:38,21:53:33,14635,n/a,n/a,0,05:45,19:03,5.8,17:29,19:08,01:43,03:22
2016-12-02,17:45:42,21:49:37,14635,n/a,n/a,0,06:37,19:51,11.1,17:30,19:09,01:43,03:22
2016-12-03,17:41:46,21:45:41,14635,n/a,n/a,0,07:31,20:36,17.9,17:31,19:10,01:43,03:22
2016-12-04,17:37:50,21:41:46,14635,n/a,n/a,0,08:28,21:19,26.2,17:32,19:11,01:43,03:22
2016-12-05,17:33:55,21:37:50,14635,n/a,n/a,0,09:26,21:59,35.7,17:32,19:12,01:42,03:22
2016-12-06,17:33:42,21:33:54,14411,n/a,n/a,0,10:26,22:38,46.1,17:33,19:13,01:42,03:22
2016-12-07,17:34:29,21:29:58,14128,n/a,n/a,0,11:28,23:16,56.9,17:34,19:14,01:42,03:22
2016-12-08,17:35:15,21:26:02,13847,n/a,n/a,0,n/a,23:54,67.7,17:35,19:15,01:42,03:22
2016-12-09,17:36:00,21:22:06,13566,n/a,n/a,0,12:32,00:34,77.9,17:36,19:16,01:42,03:22
2016-12-10,17:36:43,21:18:10,13286,n/a,n/a,0,13:38,01:17,86.9,17:36,19:17,01:42,03:23
2016-12-11,17:37:26,21:14:14,13008,n/a,n/a,0,14:46,02:03,93.8,17:37,19:17,01:42,03:23
2016-12-12,17:38:08,21:10:18,12730,n/a,n/a,0,15:55,02:55,98.3,17:38,19:18,01:42,03:23
2016-12-13,17:38:48,21:06:22,12454,n/a,n/a,0,17:03,03:51,99.8,17:38,19:19,01:43,03:23
2016-12-14,17:39:28,21:02:26,12178,n/a,n/a,0,18:08,04:52,98.4,17:39,19:20,01:43,03:24
2016-12-15,17:40:06,20:58:31,11904,n/a,n/a,0,19:07,05:55,94.2,17:40,19:21,01:43,03:24
2016-12-16,17:40:43,20:54:35,11631,n/a,n/a,0,20:00,06:58,87.8,17:40,19:21,01:43,03:24
2016-12-17,17:41:19,20:50:39,11360,n/a,n/a,0,20:46,08:00,79.8,17:41,19:22,01:44,03:25
2016-12-18,17:41:53,20:46:43,11089,n/a,n/a,0,21:27,09:00,70.6,17:41,19:22,01:44,03:25
2016-12-19,17:42:26,20:42:47,10821,n/a,n/a,0,22:05,09:57,60.8,17:42,19:23,01:45,03:26
2016-12-20,17:42:57,20:38:51,10553,n/a,n/a,0,22:39,10:52,50.9,17:42,19:24,01:45,03:26
2016-12-21,17:43:28,20:34:55,10287,n/a,n/a,0,23:12,11:46,41.2,17:43,19:24,01:45,03:27
2016-12-22,17:43:56,20:30:59,10022,n/a,n/a,0,23:45,n/a,32.1,17:43,19:25,01:46,03:27
2016-12-23,17:44:23,20:27:03,9759,n/a,n/a,0,00:18,12:38,23.6,17:44,19:25,01:47,03:28
2016-12-24,17:44:49,20:23:07,9498,n/a,n/a,0,00:52,13:31,16.2,17:44,19:25,01:47,03:28
2016-12-25,17:45:13,20:19:11,9238,n/a,n/a,0,01:30,14:24,9.9,17:45,19:26,01:48,03:29
2016-12-26,17:45:35,20:15:16,8980,n/a,n/a,0,02:10,15:16,5.0,17:45,19:26,01:49,03:29
2016-12-27,17:45:56,20:11:20,8723,n/a,n/a,0,02:54,16:08,1.7,17:45,19:26,01:49,03:30
2016-12-28,17:46:15,20:07:24,8468,n/a,n/a,0,03:41,16:59,0.2,17:46,19:26,01:50,03:31
2016-12-29,17:46:33,20:03:28,8214,n/a,n/a,0,04:32,17:49,0.6,17:46,19:27,01:51,03:31
2016-12-30,17:46:49,19:59:32,7963,n/a,n/a,0,05:27,18:35,2.9,17:46,19:27,01:52,03:32
