target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
SDSSJ135424.90+243006.3,Lya,"9553, 9663",1,9616,93,23,1.97E+13,5.29E+12,42.7,2.8,71,4.7,"a little noisy, hard to tell how wide",1.8928,,,QSO,25.95,75.6,1.89283,Heckman,12603,LBS329,SN=N:10.0,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ130429.10+311308.0,no,,,,,,,,,,,,,,,,QSO,88.87,85.02,0.804,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ094840.10+580038.0,Lya,"1140, 1272",1,1196,172,18,4.04E+13,4.94E+12,47.5,2.4,79,4,broad,0.4918,,,QSO,155.83,45.73,0.49179,Ellison,13774,"LCOB10,15","SN=N:10.0,C:5.5",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ094840.10+580038.0,Lya,"7230, 7326",1,7262,198,11,5.63E+13,4.33E+12,30.4,3.7,50.6,6.1,blended with OVI,0.4918,,,QSO,155.83,45.73,0.49179,Ellison,13774,"LCOB10,15","SN=N:10.0,C:5.5",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ094840.10+580038.0,Lya,"8191, 8483",1,8385,904,14,5.34E+14,4.54E+13,94.7,4.3,157.7,7.2,"DLA, blended with Lya@8516, SII",0.4918,,,QSO,155.83,45.73,0.49179,Ellison,13774,"LCOB10,15","SN=N:10.0,C:5.5",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ094840.10+580038.0,Lya,"8483, 8581",1,8516,371,6,2.14E+14,2.88E+13,39.9,1.9,66.4,3.2,"DLA, blended with Lya@8385, SII",0.4918,,,QSO,155.83,45.73,0.49179,Ellison,13774,"LCOB10,15","SN=N:10.0,C:5.5",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ092542.30+344108.0,no,,,,,,,,,,,,,1.0679,,,QSO,189.95,45.7,1.0679,Bordoloi,13852,LCLP05,"SN=N:10.4,C:7.9",v3.1.7,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ0908+3246,Lya,"1868, 1950",1,1915,202,17,6.65E+13,1.01E+13,27.1,3.2,45.1,5.3,blended with Lya@1982,0.2599,,,Sey,192,41.96,0.25989,Wakker,14240,LCWM01,SN=N:10.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
FBQSJ0908+3246,Lya,"1950, 2078",6,1982,230,23,6.29E+13,8.55E+12,42.1,3.2,70.1,5.3,blended with Lya@1982,0.2599,,,Sey,192,41.96,0.25989,Wakker,14240,LCWM01,SN=N:10.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
FBQSJ0908+3246,Lya,"4189, 4399",1,4287,367,27,1.11E+14,1.24E+13,56.4,4,93.9,6.7,hard to fit,0.2599,,,Sey,192,41.96,0.25989,Wakker,14240,LCWM01,SN=N:10.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
FBQSJ0908+3246,Lya,"7871, 7971",6,7926,95,20,2.06E+13,4.78E+12,40.1,3.9,66.8,6.4,,0.2599,,,Sey,192,41.96,0.25989,Wakker,14240,LCWM01,SN=N:10.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ105220.60+101751.0,no,,,,,,,,,,,,,0.2462,,,Sey,238.17,57.31,0.2462,Borthakur,14071,"LCX223,73",SN=N:9.4,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ225738.20+134045.0,Lya,"2530, 2630",1,2582,180,21,4.59E+13,7.25E+12,35.1,1.2,58.4,2,,0.5946,,,QSO,85.28,-40.73,0.59455,Tumlinson,11598,LB5N34,"SN=N:9.2,C:8.8",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ225738.20+134045.0,Lya,"8641, 8753",1,8695,97,21,2.06E+13,4.91E+12,39.9,3.8,66.5,6.3,,0.5946,,,QSO,85.28,-40.73,0.59455,Tumlinson,11598,LB5N34,"SN=N:9.2,C:8.8",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ225738.20+134045.0,Lya,"8753, 8967",1,8870,500,23,2.25E+14,3.19E+13,54.6,2.8,90.9,4.6,,0.5946,,,QSO,85.28,-40.73,0.59455,Tumlinson,11598,LB5N34,"SN=N:9.2,C:8.8",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
PHL1444,no,,,,,,,,,,,,,0.3778,,,QSO,182.15,-57.42,0.37778,Tumlinson,12248,LBHO74,"SN=N:9.1,C:10.0",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
HS1119+5812,no,,,,,,,,,,,,,0.9069,,,QSO,143.64,55.49,0.90685,Tumlinson,12248,LBHO84,"SN=N:9.1,C:8.9",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
UVQSJ131119.83-393009.9,no,,,,,,,,,,,,,,,,QSO,307.11,23.21,0.386,Lehner,15313,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ145424.40+304658.0,no,,,,,,,,,,,,,,,,QSO,48.07,62.94,0.465,Heckman,12603,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
VIIZw348,Lya,"510, 634",1,574,146,22,3.28E+13,5.85E+12,44.4,2.1,74,2.1,hard to fit,0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,Lya,"1089, 1235",1,1148,345,16,1.26E+14,1.13E+13,40.4,2.3,67.2,3.9,hard to fit,0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,Lya,"1725, 1863",2,1795,230,17,6.03E+13,5.93E+12,42.1,2.4,70.1,4.1,hard to fit,0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,Lya,"3320, 3498",1,3416,671,9,3.89E+14,3.81E+13,69.3,1.4,115.5,2.4,"hard to fit, blended with everything",0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,Lya,"3498, 3622",8,3556,293,12,8.39E+13,5.57E+12,47.1,3.4,78.4,5.7,"hard to fit, blended with everything",0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,INTRINSIC,,,9531,,,,,,,,,v_Agn=9747,0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,INTRINSIC,,,9649,,,,,,,,,v_Agn=9747,0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
VIIZw348,INTRINSIC,,,9741,,,,,,,,,v_Agn=9747,0.0325,,,Gal:HII,140.3,46.87,0.03251,Hayes,13654,LCOX13,SN=N:8.8,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"676, 798",5,739,132,37,3.00E+13,9.56E+12,40.1,3.7,66.7,6.2,weak and hard to fit,0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"3160, 3360",1,3264,349,29,9.26E+13,1.04E+13,63.2,2.4,105.3,4.1,,0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"3448, 3652",1,3548,441,27,1.78E+14,2.79E+13,51.7,3.2,86,5.2,,0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"4030, 4088",1,4077,50,17,1.05E+13,4.06E+12,20.7,3.6,34.4,6,very weak,0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"8402, 8482",1,8451,48,20,9.60E+12,4.20E+12,32.3,4.3,53.7,7.2,weak,0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Maybe,"8970, 9034",1,9008,53,17,1.20E+13,3.99E+12,18.1,5.9,30.1,9.9,"weak, not labeled",0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"9144, 9208",1,9175,66,16,1.45E+13,4.06E+12,22.2,2.7,37,4.4,weak,0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1537+577,Lya,"9771, 9851",1,9809,46,19,9.29E+12,4.08E+12,28.9,3.8,48.1,6.4,"weak, hard to fit",0.0734,,,Sey,90.88,47.83,0.07342,Wakker,12276,LBI606,SN=N:8.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091127.30+325337.0,Lya,"2012, 2138",1,2063,271,24,8.47E+13,1.30E+13,39.1,2.7,65.2,4.4,"hard to fit, lots of lines",0.2904,,,Sey,191.95,42.56,0.29038,Wakker,14240,LCWM03,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091127.30+325337.0,Lya,"3792, 3888",1,3855,148,20,3.55E+13,6.01E+12,34.4,2,57.4,3.3,"hard to fit, lots of lines",0.2904,,,Sey,191.95,42.56,0.29038,Wakker,14240,LCWM03,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091127.30+325337.0,Lya,"4185, 4465",1,4320,608,31,2.45E+14,3.40E+13,72,3.8,119.9,6.3,"hard to fit, lots of lines",0.2904,,,Sey,191.95,42.56,0.29038,Wakker,14240,LCWM03,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091127.30+325337.0,Lya,"5439, 5533",1,5487,68,22,1.42E+13,4.92E+12,34.3,3.7,57.1,6.1,"hard to fit, lots of lines",0.2904,,,Sey,191.95,42.56,0.29038,Wakker,14240,LCWM03,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091127.30+325337.0,Lya,"7964, 8058",7,8003,71,22,1.51E+13,4.93E+12,32.1,3.3,53.4,5.5,"hard to fit, lots of lines",0.2904,,,Sey,191.95,42.56,0.29038,Wakker,14240,LCWM03,SN=N:8.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ232259.99-005359.3,no,,,,,,,,,,,,,,,,QSO,80.27,-56.26,0.1503,Ellison,13774,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ125124.60+055420.0,no,,,,,,,,,,,,,,,,QSO,302.91,68.78,1.378,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HE1120+0154b,no,,,,,,,,,,,,,,,,QSO,259.59,56.9,1.472,Arav,14777,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
FBQSJ0936+3207,no,,,,,,,,,,,,,,,,QSO,193.98,47.6,1.151,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
ESO438-G09,no,,,,,,,,,,,,"STIS only, not finished",,,,Sey,277.55,29.36,0.02401,Bowen,8316,O5EW06,SN=N:10.8,vXXX,nightonly=NONE,IGMPARS=yes,FPN=STIS
4C10.34,no,,,,,,,,,,,,,,,,QSO,267.64,70.4,1.088,Putman,11698,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1303.7+2633,Lya,"7799, 7907",1,7853,139,31,3.19E+13,8.44E+12,42.6,2.4,70.9,3.9,broad,0.437,,,QSO,21.83,87.19,0.437,Putman,13382,LCD904,SN=N:7.4,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
RX_J1303.7+2633,Lya,"8894, 8982",1,8955,93,29,2.05E+13,7.22E+12,34.2,2.4,57,4.1,blended with OVI,0.437,,,QSO,21.83,87.19,0.437,Putman,13382,LCD904,SN=N:7.4,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
LBQS1206+1052,no,,,,,,,,,,,,,,,,QSO,270.01,70.74,0.39555,Putman,11698,LB1V11,SN=N:2.6,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ154007.80+141137.0,no,,,,,,,,,,,,,,,,Sey,23.39,48.7,0.12,Ganguly,14729,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ172823.40+573243.0,yes,"3110, 3488",2,3295,709,42,1.99E+14,1.58E+13,114.7,3.3,191,5.6,very hard to fit,0.0284,,,Sey,85.86,33.65,0.02836,"Hayes,Wakker","1,227,613,654","LBI621,LCOX04",SN=N:6.9,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ172823.40+573243.0,INTRINSIC,,,8062,,,,,,,,,v_AGN=8502,0.0284,,,Sey,85.86,33.65,0.02836,"Hayes,Wakker","1,227,613,654","LBI621,LCOX04",SN=N:6.9,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ172823.40+573243.0,INTRINSIC,,,8496,,,,,,,,,v_AGN=8502,0.0284,,,Sey,85.86,33.65,0.02836,"Hayes,Wakker","1,227,613,654","LBI621,LCOX04",SN=N:6.9,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1149-110,no,,,,,,,,,,,,,,,,Sey,280.47,48.89,0.049,Bowen,8316,O5EW05,SN=N:6.5,vXXX,nightonly=NONE,IGMPARS=prt,FPN=stis
SDSSJ104241.30+250123.0,Lya,"6200, 6336",1,6261,279,39,9.46E+13,2.82E+13,40,2.9,66.5,4.9,lots of lines - difficult to fit continuum,0.3416,,,QSO,209.76,61.09,0.34157,Borthakur,14071,"LCX203,53",SN=N:6.2,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HS0943+4725,Lya,"4486, 4682",1,4603,657,69,2.25E+14,6.34E+13,75.5,2.6,125.8,4.3,low SN,0.2302,,,Sey,171.15,48.81,0.23022,Tumlinson,12248,LBHO81,"SN=N:4.4,C:5.3",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HS0943+4725,Lya,"9778, 9902",1,9847,181,46,4.86E+13,1.67E+13,35.9,5.5,59.8,9.2,low SN,0.2302,,,Sey,171.15,48.81,0.23022,Tumlinson,12248,LBHO81,"SN=N:4.4,C:5.3",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1121.2+0326,Lya,"1438, 1504",3,1471,227,69,5.71E+13,4.13E+13,25.2,1,41.9,1.7,noisy,0.152,,,Sey,256.73,57.97,0.15199,Tumlinson,12248,LBHO63,"SN=N:4.2,C:6.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1121.2+0326,Lya,"2533, 2667",3,2605,190,81,4.60E+13,2.47E+13,43.3,4.5,72,7.5,noisy,0.152,,,Sey,256.73,57.97,0.15199,Tumlinson,12248,LBHO63,"SN=N:4.2,C:6.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1121.2+0326,Lya,"6307, 6413",1,6384,182,57,4.70E+13,2.02E+13,39.4,3.9,65.6,6.5,noisy,0.152,,,Sey,256.73,57.97,0.15199,Tumlinson,12248,LBHO63,"SN=N:4.2,C:6.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1121.2+0326,Lya,"6782, 7106",5,6975,678,98,1.96E+14,4.75E+13,113.3,3.5,188.6,5.8,"noisy, blended?",0.152,,,Sey,256.73,57.97,0.15199,Tumlinson,12248,LBHO63,"SN=N:4.2,C:6.1",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1103-006,no,,,,,,,,,,,,,,,,QSO,256.66,52.3,0.4233,Cote,7295,O4N304,SN=N:4.1,vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
SDSSJ120013.03+001757.1,no,,,,,,,,,,,,,,,,QSO,276.2,60.48,0.949,Heckman,13862,XXX,SN=5,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS1435+509,no,,,,,,,,,,,,,,,,QSO,89.73,58.98,0.78226,Tumlinson,11598,LB5N38,"SN=N:5.4,C:5.2",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1236.0+2641,Lya,"714, 874",1,794,317,34,9.08E+13,1.42E+13,48.9,2.2,81.5,3.6,hard to fit,0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,Lya,"926, 1094",1,1009,365,29,1.07E+14,1.31E+13,54,2.1,89.9,3.4,hard to fit,0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,Lya,"1094, 1222",4,1166,305,22,1.01E+14,1.36E+13,38.8,2.9,64.7,4.9,hard to fit,0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,Maybe,"1220, 1296",1,1254,122,19,3.04E+13,6.07E+12,24.8,3,41.3,5,"not marked, looks legit",0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,Maybe,"6354, 6428",1,6404,42,11,8.51E+12,2.45E+12,29.3,2,48.8,3.4,maybe?,0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,Lya,"7016, 7222",1,7111,429,13,1.38E+14,6.53E+12,57.9,2.1,96.5,3.5,blended,0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1236.0+2641,Lya,"7220, 7286",1,7223,51,9,1.07E+13,2.01E+12,20.8,3,34.6,5,seems like maybe 2 lines? All blended,0.2092,,,Sey,219.29,86.55,0.20915,Tumlinson,12248,LBHO87,"SN=N:13.3,C:7.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
3C66A,Lya,"4278, 4328",1,4301,24,5,4.83E+12,9.74E+11,16.6,2.6,27.7,4.4,in pilot sample,0.444,,,BLLac,140.14,-16.77,0.444,"Furniss,Stocke","1,261,212,863","LBXC02,04,LC0J01","SN=N:25.9,C:18.7,O:1.4",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
3C66A,Lya,"8142, 8256",1,8188,113,6,2.64E+13,1.50E+12,29.5,3.5,49.1,5.8,in pilot sample,0.444,,,BLLac,140.14,-16.77,0.444,"Furniss,Stocke","1,261,212,863","LBXC02,04,LC0J01","SN=N:25.9,C:18.7,O:1.4",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
RBS877,Lya,"692, 774",1,725,78,10,1.68E+13,2.45E+12,28.6,1.6,47.7,2.7,,0.3604,,,BLLac,161.44,54.44,0.3604,Green,12025,LBG801-02,"SN=N:21.3,C:13.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS877,Lya,"898, 1028",1,959,257,9,8.70E+13,4.86E+12,32.2,2.6,53.7,4.4,,0.3604,,,BLLac,161.44,54.44,0.3604,Green,12025,LBG801-02,"SN=N:21.3,C:13.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS877,Lya,"6496, 6616",1,6550,79,8,1.66E+13,1.87E+12,34.4,3.4,57.2,5.7,,0.3604,,,BLLac,161.44,54.44,0.3604,Green,12025,LBG801-02,"SN=N:21.3,C:13.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS877,Lya,"6680, 6832",1,6758,82,10,1.64E+13,2.06E+12,52.8,2.8,87.9,4.6,,0.3604,,,BLLac,161.44,54.44,0.3604,Green,12025,LBG801-02,"SN=N:21.3,C:13.3",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"1691, 1813",3,1753,93,13,2.04E+13,2.96E+12,32.4,5,53.9,8.4,,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"2265, 2373",3,2320,93,12,1.93E+13,2.71E+12,40,1.7,66.7,2.9,,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"2451, 2535",1,2502,80,10,1.76E+13,2.46E+12,26.3,3.3,43.8,5.5,blended?,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"4708, 4798",7,4747,57,11,1.16E+13,2.32E+12,30.2,3,50.3,5,,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"6357, 6407",7,6381,50,8,1.07E+13,1.85E+12,18.9,1.7,31.4,2.8,,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"9130, 9220",11,9182,179,9,5.76E+13,4.28E+12,23.7,3.4,39.5,5.7,blended with Lya@9304,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"9225, 9335",1,9304,192,10,4.69E+13,3.27E+12,42,2.6,69.9,4.3,"blended with SII, Lya@9182",1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
US136,Lya,"9659, 9715",1,9691,40,8,8.25E+12,1.88E+12,19.7,2.8,32.8,4.6,,1.36,,,QSO,63.02,87.56,1.36,"Borthakur,Putman","1,331,413,382","LC9M08,LCD902",SN=N:14.6,"v3.1.7,3.1.8",nightonly=TODO,IGMPARS=yes,FPN=yes
PG1309+355,Lya,"725, 873",4,829,503,13,2.34E+14,2.55E+13,54.2,1.6,90.3,2.6,"hard to fit, blended with OVI",0.184,,,QSO,95.49,80.73,0.184,Veilleux,12569,LBP412,"SN=N:15.1,O:3.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1309+355,Lya,"6880, 6966",1,6931,53,12,1.08E+13,2.51E+12,30.7,2.7,51.1,4.5,blended with Lya@7039,0.184,,,QSO,95.49,80.73,0.184,Veilleux,12569,LBP412,"SN=N:15.1,O:3.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1309+355,Lya,"6966, 7116",1,7039,162,14,3.61E+13,3.63E+12,48.1,2.6,80.2,4.4,blended with Lya@6931,0.184,,,QSO,95.49,80.73,0.184,Veilleux,12569,LBP412,"SN=N:15.1,O:3.0",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"1790, 1846",1,1817,25,10,4.99E+12,1.97E+12,19.5,4.1,32.4,6.8,very weak,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"2459, 2507",1,2484,32,8,6.40E+12,1.79E+12,17.6,2.1,29.2,3.4,weak,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"2686, 2830",1,2767,84,14,1.71E+13,3.06E+12,54.4,4.3,90.6,7.1,,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"4203, 4339",1,4284,319,10,1.14E+14,6.44E+12,37.7,2.6,62.7,4.3,blended with Lya@4368,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"4339, 4417",1,4368,72,9,1.56E+13,2.24E+12,28.2,2.5,47,4.1,blended with Lya@4284,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Maybe,"4580, 4628",1,4604,34,8,6.92E+12,1.71E+12,21.1,1.9,35.2,3.2,Looks like Lya to me,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"5078, 5162",1,5109,105,10,2.35E+13,2.54E+12,29.9,2.5,49.8,4.2,blended with CIII,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"7682, 7918",1,7826,487,13,1.99E+14,1.18E+13,55.8,3.2,92.9,5.3,,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0925.9+4535,Lya,"7982, 8166",1,8072,116,15,2.36E+13,3.25E+12,58.2,5,97,8.3,,0.3299,,,QSO,174.32,45.6,0.32989,Tumlinson,12248,LBHO80,"SN=N:14.6,C:13.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1217+0220,Lya,"1712, 1846",1,1789,250,11,7.11E+13,4.42E+12,38.4,2.1,64,3.5,,0.2404,,,QSO,284.99,63.84,0.24037,Bordoloi,13852,LCLP01,"SN=N:14.5,C:12.8",v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
