AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
TON133,NGC4631,"('192.75125', '30.42833')","('190.53338', '32.5415')",299.4380012,888.08,6.05,24.31,7.29,2.0411,72,84,86,53.9,.SBS7./,SB(s)d         HII,0.002021,0.653,PL,[]
FBS1242+342,NGC4631,"('191.29708', '33.93611')","('190.53338', '32.5415')",161.9697964,888.08,6.05,24.31,7.29,2.0411,72,84,86,59.6,.SBS7./,SB(s)d         HII,0.002021,0.71,DG,[]
CSO176,NGC4631,"('193.10375', '29.2225')","('190.53338', '32.5415')",420.7692847,888.08,6.05,24.31,7.29,2.0411,72,84,86,61.9,.SBS7./,SB(s)d         HII,0.002021,0.82,PL,[]
CG192,NGC4631,"('190.98125', '29.37139')","('190.53338', '32.5415')",337.186083,888.08,6.05,24.31,7.29,2.0411,72,84,86,89,.SBS7./,SB(s)d         HII,0.002021,0.0574,DG,[]
KISSR1567,SDSSJ132507.98+434417.7,"('201.2275', '43.79889')","('201.28325', '43.73825')",156.5243428,8747.95,123.2105047,24.27,15.29,0.0362,50,27,x,60.6,x,x,0.028344,0.04305,RT,[]
SDSSJ154121.50+281706.0,IC4570,"('235.33958', '28.285')","('235.34411', '28.22975')",56.50980455,9825.25,58.45,24.2,15,0.6487,51,20,-99,24.1,.SX.6*.,SABcd:,0.032099,0.376,RT,[]
NGC4486,NGC4477,"('187.70625', '12.39111')","('187.50916', '13.6366')",369.5115826,1654.95,16.799999,24.19,21.77,1.3653,25,40,15,48.8,.LBS.*$,SB(s)0:?       Sy2,0.00452,0.0044,PL,[]
RBS1089,NGC4233,"('184.31708', '8.16139')","('184.28201', '7.6244')",324.0182473,2669.44,34.5,24.19,13.54,1.2948,55,175,174,8.7,.L..0..,S0^0^,0.007909,0.343,RT,[]
SDSSJ121640.60+071224.0,NGC4233,"('184.16917', '7.20667')","('184.28201', '7.6244')",260.3990517,2669.44,34.5,24.19,13.54,1.2948,55,175,174,20,.L..0..,S0^0^,0.007909,0.587,RT,[]
RX_J0951.4+3542,2MASXJ09514492+3537194,"('147.84917', '35.71333')","('147.93714', '35.62214')",237.2206136,8329.22,117.3129268,24.17,12.09,0.1122,60,140,x,1.9,x,x,0.027035,0.398,RT,[]
FBQSJ0936+3207,2MASXJ09362430+3204460,"('144.01625', '32.11917')","('144.1012', '32.07933')",167.6207396,8289.78,116.7575279,24.11,19.77,1.0141,34,150,x,31,x,S0,0.026925,1.151,RT,[]
NGC4696,2MASXJ12475956-4113108,"('192.20542', '-41.31111')","('191.99901', '-41.21971')",188.9143851,4267.78,60.10952354,24.1,14.46,1.9984,53,105,x,15.5,x,S0,0.013653,0.01,PL,[]
IRAS01477+1254,UGC01312,"('27.61833', '13.14944')","('27.75853', '13.29655')",243.1804597,4929.75,69.43305973,24.03,9.61,1.0374,66,95,96,52.1,.S?....,S?,0.01728,0.147,DG,"[('LGG31', '69.1499697547', '2.20717237488'), ('UZC77', '68.842319133', '3.75753220706')]"
PG1211+143,NGC4222,"('183.57375', '14.05361')","('184.09383', '13.30706')",399.2499962,529.68,25.375,23.99,3.32,0.0037,82,x,56,89.9,.S..7*/,Sc             HII,0.000767,0.0804,SP,[]
MRK1253,SDSSJ101912.84-031251.5,"('154.88667', '-3.3375')","('154.8035', '-3.21432')",340.6294761,9327.86,131.378307,23.96,14.85,1.1309,51,28,x,62,x,Sc,0.0303,0.049,PL,[]
US143,NGC4894,"('195.36708', '27.85194')","('195.06882', '27.96752')",348.1458134,4921.04,69.3103641,23.96,11.5,0.3144,61,30,-99,83.7,.LA....,SA0,0.015457,0.243,PL,[]
US136,NGC4894,"('195.25333', '28.32889')","('195.06882', '27.96752')",479.4045354,4921.04,69.3103641,23.96,11.5,0.3144,61,30,-99,5.8,.LA....,SA0,0.015457,1.36,PL,[]
SDSSJ172823.40+573243.0,NGC6385,"('262.0975', '57.54528')","('262.00587', '57.52181')",46.28334321,3454.69,48.65760787,23.92,14.83,0.176,51,70,-99,5.5,.SBS1..,SB(s)a,0.011201,0.0284,SP,[]
SDSSJ140732.20+550725.0,NGC5473,"('211.88417', '55.12361')","('211.18011', '54.89263')",267.9063901,2234.07,33,23.9,16.73,0.4003,45,160,160,80.2,.LXS-*.,SAB(s)0-:,0.006758,1.027,RT,[]
US136,NGC4895A,"('195.25333', '28.32889')","('195.03798', '28.1704')",407.2759488,7067.78,94.4,23.89,13.86,0.3749,54,100,-99,49.9,.E.....,SAB0,0.022619,1.36,PL,[]
US143,2MASXJ13003877+2800516,"('195.36708', '27.85194')","('195.16151', '28.01453')",468.8283379,7823.91,110.1959517,23.88,14.33,1.2463,53,80,x,51.8,x,S0,0.025141,0.243,PL,[]
RX_J1223.2+0922,VCC0720,"('185.82417', '9.38556')","('186.08123', '9.4917')",488.0597563,7222.44,101.724469,23.87,11.93,6.5299,60,10,x,57.3,x,S0_1_(6),0.023094,0.681,RT,[]
CSO327,2MASXJ11125205+3538287,"('168.16292', '35.65778')","('168.21687', '35.64092')",90.73451428,7858.38,110.6813958,23.82,7.22,0.0065,72,170,x,59,x,x,0.025332,0.636,DG,[]
PKS2005-489,NGC6861D,"('302.35583', '-48.83139')","('302.08117', '-48.21142')",400.3232469,2499.67,35.5,23.75,8.26,0.0681,69,x,154,9.7,.LAS-*.,SA(s)0-:,0.008783,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
3C218,NGC2855,"('139.52375', '-12.09528')","('140.36454', '-11.9095')",387.0154279,2080.37,26.299999,23.7,18.96,1.0152,36,125,-99,47.7,RSAT0..,(R)SA(rs)0/a  LINER?,0.006328,0.054,NP,[]
CG963,2MASXJ13020438+2853399,"('195.60625', '28.85861')","('195.51845', '28.89458')",176.0530593,8437.47,118.8375363,23.68,21.78,1.1338,23,100,x,15.1,x,x,0.027192,0.022,DG,[]
SDSSJ154121.50+281706.0,2MASXJ15415510+2807217,"('235.33958', '28.285')","('235.47974', '28.12258')",493.6199433,9840.86,138.6036091,23.65,16.56,x,45,120,x,22.8,x,x,0.032153,0.376,RT,[]
SDSSJ093706.90+170021.0,NGC2933,"('144.27875', '17.00583')","('144.47917', '17.01472')",215.1296019,4561.43,64.24547475,23.64,7.57,0.2108,71,x,x,x,x,x,0.01446,0.506,NP,[]
SBS0335-052,2MASXJ03372263-0459055,"('54.42833', '-5.04806')","('54.34436', '-4.98494')",137.3672074,5332.61,75.10713025,23.63,11.34,0.7212,61,45,x,82,x,HII,0.018464,1.528,DG,[]
IRAS_Z06229-6434,NGC2228,"('95.78208', '-64.60528')","('95.31475', '-64.45883')",439.8663156,7196.19,101.3547303,23.59,20.64,2.5588,29,x,-99,x,.LA.0*.,SA0^0^:,0.024217,0.1289,SP,[]
TON694,UGC08167NOTES01,"('195.80417', '28.18556')","('195.97864', '28.18765')",272.0558351,7196.12,101.3537802,23.59,22.17,x,19,95,x,5.8,x,S0,0.023049,1.302,PL,[]
IRAS01477+1254,UGC01279,"('27.61833', '13.14944')","('27.35341', '13.36896')",430.8717396,4367.2,72.9,23.57,8.96,0.7603,67,145,148,14.6,.S?....,S?,0.015405,0.147,DG,"[('UZC77', '68.842319133', '3.75753220706')]"
US143,IC4045,"('195.36708', '27.85194')","('195.20267', '28.09078')",460.526482,7226.78,94.4,23.57,17.44,0.1072,42,105,-99,43.7,.E.4...,E/SA0,0.023149,0.243,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
US136,IC4045,"('195.25333', '28.32889')","('195.20267', '28.09078')",399.1434186,7226.78,94.4,23.57,17.44,0.1072,42,105,-99,85.6,.E.4...,E/SA0,0.023149,1.36,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
TON1009,IC2439,"('137.27542', '32.60861')","('137.16024', '32.59295')",108.5992962,4494.75,63.30638611,23.54,7.53,0.7507,71,30,-99,50.8,.L?....,S0?,0.01434,0.809,RT,[]
NGC4486,NGC4435,"('187.70625', '12.39111')","('186.9187', '13.07895')",292.0644154,1101,16.229,23.53,16,0.8457,47,15,13,63.2,.LBS0..,SB(s)0^0^;LINERHII,0.002672,0.0044,PL,[]
LBQS1222+1235,NGC4435,"('186.30375', '12.31')","('186.9187', '13.07895')",276.2487539,1101,16.229,23.53,16,0.8457,47,15,13,23,.LBS0..,SB(s)0^0^;LINERHII,0.002672,0.415,RT,[]
RX_J1605.3+1448,IC1174,"('241.33208', '14.81444')","('241.36177', '15.02534')",255.6974526,4887.08,68.83209145,23.49,16.45,1.3356,45,65,50,57.2,.SA.0*.,SA0/a:,0.015697,0.371,RT,[]
PG0832+251,NGC2611,"('128.89958', '24.99472')","('128.87154', '25.0275')",55.31248324,5425.15,76.4105091,23.45,8.91,x,67,50,x,87.8,x,SB:(rs)a,0.017532,0.331,SP,[]
MRK421,CGCG184-053,"('166.11333', '38.20889')","('166.28762', '38.07017')",421.162286,8785.02,123.7326427,23.4,11.16,0.3474,61,x,x,x,x,x,0.028446,0.03,SP,"[('UZC351', '126.079735367', '3.24248452559')]"
LBQS0107-0233,UGC00726,"('17.56792', '-2.31417')","('17.48983', '-1.74969')",499.7784174,3567.78,50.25048516,23.36,13.31,0.6166,55,144,144,28.1,.SBS7?.,SB(s)d?,0.012866,0.956,SP,[]
6dFJ1015592-274829,NGC3173,"('153.99667', '-27.80778')","('153.64529', '-27.69283')",220.498275,2705.58,38.10682255,23.28,18.84,x,36,x,7,76.7,.SAS5..,SA(s)c,0.008406,0,PL,[]
H1101-232,NGC3511,"('165.90708', '-23.49194')","('165.84904', '-23.08678')",98.4261152,1333.89,13.8,23.28,8.03,0.0041,69,x,76,83.5,.SAS5..,SAB(s)c;HII    Sy1,0.003699,0.186,SP,[]
SDSSJ084159.20+140642.0,NGC2648,"('130.49667', '14.11167')","('130.66585', '14.28562')",131.3245399,2234.53,31.47229235,23.28,11.64,1.2607,60,150,148,73.3,.S..1..,S(s)b,0.006871,1.252,PL,[]
IRAS11598-0112,NGC4030,"('180.61167', '-1.4875')","('180.09844', '-1.10009')",274.5044164,1754.06,24.463,23.27,12.17,0.0006,58,x,27,79.9,.SAS4..,SA(s)bc        HII,0.004887,0.15,DG,[]
PG1048+342,NGC3396,"('162.9325', '33.99056')","('162.47947', '32.99082')",464.4627587,1885.07,24.9,23.26,9.3,0.8686,66,90,100,69.4,.IB.9P.,IBm pec,0.00542,0.167,RT,[]
SDSSJ121640.60+071224.0,NGC4247,"('184.16917', '7.20667')","('184.492', '7.27395')",332.7414514,4136.31,58.2578288,23.22,19.97,0.2113,30,85,-99,6.9,RSXS2P$,(R)SAB(s)ab pec?,0.012802,0.587,RT,[]
US143,NGC4911A,"('195.36708', '27.85194')","('195.22549', '27.78372')",303.0917249,8646.18,121.7771342,23.21,16.71,0.4373,43,57,-99,4.4,.SXR4..,S0,0.027883,0.243,PL,[]
IRAS_Z06229-6434,2MASXJ06215821-6422591,"('95.78208', '-64.60528')","('95.49246', '-64.38311')",469.4491484,7495.61,105.5719326,23.19,11.59,6.5249,60,90,x,60.8,x,x,0.025214,0.1289,SP,[]
3C273.0,SDSSJ122929.52+021150.4,"('187.27792', '2.05222')","('187.373', '2.19736')",400.6685825,9395.73,132.3342728,23.18,12.05,0.2959,58,144,x,69.2,x,x,0.030358,0.1583,SP,[]
NGC4449,MRK1475,"('187.0475', '44.09444')","('187.26797', '43.9796')",355.6073531,7391.02,104.0988411,23.17,20.85,1.243,25,170,x,44,x,Compact,0.023797,0.00068,DG,[]
MRK279,MCG+12-13-024,"('208.26458', '69.30833')","('208.29888', '69.31172')",29.24127846,9452.91,133.139629,23.17,14.83,0.1745,50,125,x,50.6,x,HII,0.031,0.0305,SP,[]
US143,CGCG160-251,"('195.36708', '27.85194')","('195.14822', '28.14613')",497.3198946,5747.74,80.95414931,23.16,6.95,0.3671,72,170,x,23.3,x,SA0,0.018216,0.243,PL,[]
US136,CGCG160-251,"('195.25333', '28.32889')","('195.14822', '28.14613')",289.4796462,5747.74,80.95414931,23.16,6.95,0.3671,72,170,x,36.9,x,SA0,0.018216,1.36,PL,[]
PG1211+143,IC3061,"('183.57375', '14.05361')","('183.7685', '14.02897')",139.3340207,2615.55,41.9,23.14,6.01,0.1812,74,120,122,22.6,.SB.5?/,SBc? sp;LINER  HII,0.007725,0.0804,SP,[]
HE1136-1334,2MASXJ11383327-1344240,"('174.79458', '-13.84528')","('174.6386', '-13.74015')",443.2814439,9779.72,137.7424967,23.11,15.25,5.7781,48,40,x,84.8,x,x,0.031749,0.558,SP,[]
SDSSJ015530.02-085704.0,NGC0731,"('28.875', '-8.95111')","('28.7342', '-9.01081')",132.2096694,3553.64,50.05124025,23.05,20.75,2.4789,25,150,-99,83.2,.E+..*.,E+:,0.012782,0.1644,SP,[]
NGC4151,UGC07188,"('182.63542', '39.40583')","('182.82183', '39.40353')",252.0947235,7119.01,100.2677468,23.04,17.5,0.1201,40,x,-99,x,.SB.9..,SBm,0.022853,0.0033,MS,[]
NGC3256,NGC3256B,"('156.96375', '-43.90333')","('157.25446', '-44.40289')",319.3562965,2848.78,33.8,23.02,6.91,0.706,72,135,135,22.3,.SBS4*.,SA(s)b,0.009053,0.0091,RT,[]
LBQS1222+1235,NGC4305,"('186.30375', '12.31')","('185.51501', '12.74092')",474.5612318,2187.93,30.81589353,22.99,15.17,0.5482,48,30,32,89.2,.SAR1..,SA(r)a,0.006298,0.415,RT,[]
NGC4696,NGC4677,"('192.20542', '-41.31111')","('191.73804', '-41.58253')",358.8955885,3280.33,46.400002,22.95,9.45,1.2106,65,x,167,65.3,.LBS+*.,SB(s)0+:,0.010364,0.01,PL,"[('LGG298', '47.595503183', '4.0826975706')]"
MRK1044,NGC0988,"('37.52292', '-8.99806')","('38.86563', '-9.35619')",410.9861943,1254.64,17.15,22.95,12.47,0.0039,57,x,-99,x,.SBS6*.,SB(s)cd:       HII,0.005037,0.0165,SP,"[('LGG71', '16.2312018793', '1.219838272')]"
NGC985,NGC0988,"('38.6575', '-8.7875')","('38.86563', '-9.35619')",180.9979924,1254.64,17.15,22.95,12.47,0.0039,57,x,-99,x,.SBS6*.,SB(s)cd:       HII,0.005037,0.0431,NP,"[('LGG71', '16.2312018793', '1.219838272')]"
US136,CGCG160-089,"('195.25333', '28.32889')","('195.18429', '28.33728')",123.9047291,8216.46,115.724812,22.95,15.14,1.3729,48,45,x,52.9,x,SAB0,0.026452,1.36,PL,[]
TON694,2MASXJ13032279+2756094,"('195.80417', '28.18556')","('195.84487', '27.93598')",390.6573208,6302.55,88.76831302,22.9,13.74,0.0982,53,115,x,56.8,x,S0s,0.020067,1.302,PL,[]
TON576,NGC3629,"('169.47625', '26.57111')","('170.13252', '26.96336')",420.2709057,1788.12,34.15,22.85,15.89,x,45,x,30,26.2,.SAS6*.,SA(s)cd:,0.00503,0.422,DG,[]
RX_J1605.3+1448,UGC10164,"('241.33208', '14.81444')","('241.11743', '14.78243')",252.1033962,4883.97,68.78829833,22.84,17.82,1.0393,38,5,x,76.2,x,S0-:,0.015684,0.371,RT,"[('UZC744', '68.1036120525', '0.746928965257')]"
KISSR40,NGC4278,"('185.59833', '29.44361')","('185.02843', '29.28076')",138.4766092,936.75,15.179,22.81,21.22,1.0444,21,28,-99,43.8,.E.1+..,E1-2;LINER     Sy1,0.002165,0.0262,DG,[]
IRAS10378+1109,UGC05882,"('160.12125', '10.88833')","('161.69058', '11.81994')",340.7972348,1169.93,10.856,22.8,15.5,2.24,47,135,5,76.2,.SXT2..,SAB(rs)ab;Sy   LINER,0.002992,0.136,DG,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104843.50+130605.0,UGC05882,"('162.18125', '13.10139')","('161.69058', '11.81994')",259.2147297,1169.93,10.856,22.8,15.5,2.24,47,135,5,65.5,.SXT2..,SAB(rs)ab;Sy   LINER,0.002992,0.219,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104816.30+120735.0,UGC05882,"('162.06792', '12.12639')","('161.69058', '11.81994')",90.90137963,1169.93,10.856,22.8,15.5,2.24,47,135,5,84.7,.SXT2..,SAB(rs)ab;Sy   LINER,0.002992,0.291,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ104709.80+130454.0,UGC05882,"('161.79083', '13.08167')","('161.69058', '11.81994')",239.7821121,1169.93,10.856,22.8,15.5,2.24,47,135,5,49.4,.SXT2..,SAB(rs)ab;Sy   LINER,0.002992,0.4,RT,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
SDSSJ105125.80+124746.0,UGC05882,"('162.8575', '12.79611')","('161.69058', '11.81994')",284.3796414,1169.93,10.856,22.8,15.5,2.24,47,135,5,85.6,.SXT2..,SAB(rs)ab;Sy   LINER,0.002992,1.281,NP,"[('GH68', '18.4420554477', '3.28661772125'), ('LGG217', '15.1019305367', '1.97370381708'), ('UZC323', '14.2579999888', '1.86085207965')]"
MRK205,NGC4386,"('185.43375', '75.31056')","('186.11812', '75.52892')",133.7384811,1815.08,27.55,22.79,12.3,1.2858,57,140,135,78.5,.LX.0*.,SAB0^0^:,0.005594,0.0708,MS,[]
RX_J1330.8+3119,UGC08517,"('202.72167', '31.32556')","('202.98346', '31.03289')",446.6491076,4930.21,69.43953755,22.77,10.93,0.0109,61,158,158,15.4,.S?....,S?,0.015527,0.241,DG,"[('LGG350', '73.14849882', '2.58777098198')]"
NGC3690,NGC3642,"('172.12458', '58.56111')","('170.57455', '59.07451')",457.2512771,1789.89,27.5,22.72,22.49,2.5253,8,75,105,47.4,.SAR4*.,SA(r)bc:;LINER Sy3,0.005297,0.0104,DG,[]
SBS1122+594,NGC3642,"('171.47375', '59.17278')","('170.57455', '59.07451')",226.4484462,1789.89,27.5,22.72,22.49,2.5253,8,75,105,3,.SAR4*.,SA(r)bc:;LINER Sy3,0.005297,0.858,DG,[]
NGC6090,2MASXJ16104885+5237595,"('242.9175', '52.45639')","('242.70366', '52.63308')",487.0860773,9031.8,127.208466,22.7,14.52,0.6936,50,30,x,66.4,x,x,0.029616,0.0302,DG,[]
PG0844+349,NGC2683,"('131.92708', '34.75139')","('133.1722', '33.42174')",299.0175494,592.76,10.182,22.7,9.08,0.9266,66,42,44,79.6,.SAT3..,SA(rs)b;LINER  Sy2,0.001371,0.064,SP,[]
TON694,CGCG160-111,"('195.80417', '28.18556')","('195.59025', '28.25598')",351.2039747,7100.3,100.0042158,22.69,13.16,0.5777,54,60,x,50.5,x,SA0,0.022729,1.302,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
US143,IC4044,"('195.36708', '27.85194')","('195.19752', '27.92218')",360.4013582,8858.01,124.7607315,22.68,15.88,0.4745,45,35,x,80.1,x,S0i,0.02859,0.243,PL,[]
3C351.0,NGC6307,"('256.1725', '60.74194')","('256.91863', '60.75078')",283.6838576,3164.13,44.56520255,22.66,15.41,0.8207,47,150,145,61.4,PSBS0P.,(R')SB(s)0/a pec,0.010197,0.3719,SP,[]
SBS1435+509,NGC5707,"('219.35875', '50.76556')","('219.3782', '51.56186')",473.3203979,2417.73,34.05259414,22.65,4.53,0.7156,78,35,35,34.1,.S..2*/,Sab: sp,0.007378,0.7833,SP,[]
NGC5548,NGC5523,"('214.49833', '25.13694')","('213.718', '25.31761')",254.0697409,1303.35,19.978,22.64,4.08,0.4935,79,90,99,14.3,.SAS6*.,SA(s)cd:,0.003466,0.0172,PL,[]
FBS1526+659,UGC09855,"('231.86875', '65.80278')","('231.27021', '66.25536')",457.8745494,3625.45,51.06272749,22.63,8.15,0.6606,68,36,x,64.5,x,Im:,0.011608,0.345,SP,[]
US143,IC4033,"('195.36708', '27.85194')","('195.1183', '27.97241')",492.984868,8000,112.6760155,22.62,14.92,0.6347,48,85,-99,33.7,.......,SA0,0.025728,0.243,PL,[]
SDSSJ130728.69+542649.6,SDSSJ130753.91+542245.2,"('196.86917', '54.44694')","('196.97463', '54.37925')",215.9617852,9615.19,135.4251737,22.58,4.74,2.0298,77,175,x,37.2,x,x,0.031331,0.03254,RT,[]
PG1048+342,NGC3424,"('162.9325', '33.99056')","('162.94305', '32.90076')",470.1775975,1755.02,24.71858432,22.57,4.96,0.5139,77,110,112,69.5,.SBS3*$,SB(s)b:?       HII,0.004983,0.167,RT,[]
SDSSJ151237.15+012846.0,2MASXJ15120762+0131241,"('228.155', '1.47944')","('228.03175', '1.52328')",282.077182,8774.54,123.5851046,22.53,9.08,x,66,175,x,65.4,x,x,0.028529,0.265,RT,[]
NGC5253,MCG-05-32-057,"('204.98333', '-31.64')","('204.54996', '-31.41697')",483.5451847,4558.62,64.20596314,22.41,16.81,0.3056,41,x,102,19.2,RSBR1..,(R')SB(r)ab,0.01453,0.0013,DG,[]
MRK1014,2MASXJ02001568+0011574,"('29.95917', '0.39472')","('30.0653', '0.19924')",358.5067078,6556.65,92.34725101,22.39,16.57,14.7012,42,110,x,41.5,x,x,0.022767,0.163,SP,[]
3C351.0,NGC6292,"('256.1725', '60.74194')","('255.76446', '61.04388')",396.0493006,3520.52,62.8,22.38,15.66,1.2308,45,85,105,61.6,.S..4..,Sbc,0.011378,0.3719,SP,[]
CSO327,2MASXJ11115986+3526262,"('168.16292', '35.65778')","('167.99936', '35.4406')",458.9788591,7330.46,103.245941,22.37,13.42,0.1301,53,70,x,38.5,x,Sy1.9,0.02357,0.636,DG,"[('UZC366', '107.029470167', '2.67545035904')]"
SDSSJ091235.40+295725.0,MCG+05-22-020,"('138.1475', '29.95694')","('138.40563', '29.99956')",422.8887097,7557.76,106.4473766,22.36,15.2,0.5606,47,x,77,2.2,.S..3..,S0a           LLAGN?,0.024537,0.305,DG,[]
FBQSJ1134+2555,SDSSJ113457.46+255644.6,"('173.74', '25.92444')","('173.73944', '25.94574')",51.94248555,9917.51,139.6832734,22.33,12.51,x,55,41,x,42.4,x,x,0.032128,0.714,DG,[]
SDSSJ111244.05+550347.0,SDSSJ111148.30+550459.3,"('168.18333', '55.06306')","('167.95125', '55.08314')",272.6763138,8254.46,116.2599823,22.31,9.6,0.0803,64,82,x,16.6,x,x,0.026821,0.1315,DG,[]
US143,IC4042A,"('195.36708', '27.85194')","('195.1785', '27.96311')",418.3980698,8652.97,119.667,22.28,18.27,0.0757,34,65,-99,58.7,.LB....,SB0,0.027906,0.243,PL,[]
CSO176,NGC4793,"('193.10375', '29.2225')","('193.66925', '28.93867')",336.4535568,2770.53,33.825,22.19,11.98,2.1044,57,50,50,69.9,.SXT5..,SAB(rs)c       Sbrst,0.008286,0.82,PL,[]
HS1231+4814,SDSSJ123437.29+480446.3,"('188.39583', '47.96667')","('188.65541', '48.07954')",491.1359645,9648.2,135.8901599,22.08,5.74,21.2571,74,35,x,22,x,x,0.031366,0.38178,RT,[]
US143,NGC4906,"('195.36708', '27.85194')","('195.16458', '27.92403')",317.9109831,7808.03,94.4,22.06,19.85,0.8634,25,0,-99,68.1,.E.3...,E3,0.025087,0.243,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
SDSSJ154121.50+281706.0,SDSSJ154059.95+280843.4,"('235.33958', '28.285')","('235.24979', '28.14539')",386.8441493,9806.62,138.1214017,22.05,12.13,0.0744,56,106,x,76.5,x,x,0.032035,0.376,RT,[]
4C10.34,SDSSJ120530.25+104442.5,"('181.48375', '10.71472')","('181.37607', '10.74515')",276.826616,10229.5,144.0775064,21.95,10.54,0.3353,61,30,x,76,x,x,0.033127,1.088,RT,[]
CG963,2MASXJ13031978+2837024,"('195.60625', '28.85861')","('195.83252', '28.61727')",479.2030504,6239.64,87.8821915,21.94,10.53,0.2585,61,85,x,55.6,x,x,0.019861,0.022,DG,[]
RBS1307,UGC08679,"('205.63', '38.48472')","('205.57796', '38.53675')",59.72568193,3677.35,51.7936197,21.92,21.92,x,0,x,x,x,x,Sm:,0.011405,0.172,DG,[]
RX_J1236.0+2641,2MASXJ12353589+2633598,"('189.01708', '26.69333')","('188.89959', '26.56669')",286.5979108,7086.37,99.80801083,21.92,19.29,0.1437,28,65,x,25.3,x,x,0.022666,0.209,DG,[]
RX_J0925.9+4535,UGC05026,"('141.47708', '45.59556')","('141.66582', '45.8472')",314.7681261,4507.9,63.4915069,21.92,10.96,1.4104,60,20,15,7.7,.L.....,S0,0.014397,0.329,DG,[]
SDSSJ122018.43+064119.6,NGC4343,"('185.07667', '6.68861')","('185.91125', '6.95408')",443.4626993,1312.33,29.2,21.89,6.57,0.0111,72,130,133,57.8,.SAT3*.,SA(rs)b:;Sy    LINER,0.003382,0.287,RT,[]
LBQS1206+1052,NGC4119,"('182.35', '10.60361')","('182.04008', '10.37889')",111.0216993,1977.72,16.799999,21.89,4.79,0.0023,77,x,114,60.4,.LAR+..,SA(r)0+,0.005601,0.396,RT,[]
4C10.34,NGC4119,"('181.48375', '10.71472')","('182.04008', '10.37889')",188.1872365,1977.72,16.799999,21.89,4.79,0.0023,77,x,114,7.6,.LAR+..,SA(r)0+,0.005601,1.088,RT,[]
PG1202+281,SDSSJ120414.68+275723.7,"('181.17542', '27.90333')","('181.06117', '27.95658')",230.3142299,8209.46,115.6261867,21.86,5.05,1.4331,76,x,x,x,x,x,0.02642,0.1653,DG,[]
LBQS1222+1235,NGC4313,"('186.30375', '12.31')","('185.6606', '11.80093')",211.838775,1742.89,15,21.77,3.45,0.002,80,x,143,88,.SAT2*/,SA(rs)ab: sp   LINER,0.004813,0.415,RT,[]
RX_J1218.8+1015,NGC4313,"('184.71042', '10.26528')","('185.6606', '11.80093')",470.3608911,1742.89,15,21.77,3.45,0.002,80,x,143,68.3,.SAT2*/,SA(rs)ab: sp   LINER,0.004813,0.542,RT,[]
PG0923+201,NGC2903,"('141.47792', '19.90111')","('143.04212', '21.50083')",342.7307007,777.15,9.058,21.71,11.72,0.0894,57,13,17,29.6,.SXT4..,SAB(rs)bc I-II HII,0.001855,0.19,DG,[]
SDSSJ084349.50+411741.0,2MASXJ08445203+4121295,"('130.95625', '41.29472')","('131.21681', '41.35837')",449.1789008,8880.46,125.0769508,21.71,19.54,x,25,170,x,82,x,x,0.029059,0.99,DG,[]
RX_J1236.0+2641,IC3536,"('189.01708', '26.69333')","('188.80204', '26.53342')",406.2319642,6608.43,93.07641968,21.7,5.43,x,75,160,x,70.2,x,Spiral,0.021072,0.209,DG,[]
US143,KUG1259+280,"('195.36708', '27.85194')","('195.50054', '27.78267')",247.5150195,7356.99,103.6196148,21.7,8.68,1.8986,66,55,x,65.4,x,SA0;Sy         Sbrst,0.023583,0.243,PL,"[('UZC508', '102.639373729', '12.3728531706')]"
SDSSJ135424.90+243006.3,2MASXJ13541109+2433224,"('208.60375', '24.50167')","('208.54644', '24.55627')",164.5729477,8867.89,124.8999028,21.68,17.34,1.6,36,70,x,66.3,x,x,0.028663,1.892,NP,[]
MRK335,NGC7817,"('1.58125', '20.20306')","('0.99546', '20.75233')",365.8846934,2060.77,27,21.65,5.63,0.8969,74,45,45,90,.SA.4*/,SAbc: sp,0.007702,0.0258,SP,[]
IRAS_F21325-6237,ESO107-G037,"('324.09667', '-62.4')","('323.94673', '-62.77729')",385.3637826,4087.21,57.56635638,21.59,17.06,0.131,37,161,x,29.4,x,SAB(rs)b:,0.01416,0.0588,NP,[]
